GeneID,GrupoA_1,GrupoA_2,GrupoA_3,GrupoB_1,GrupoB_2,GrupoB_3,GrupoB_4
22823,981,572,1116,1427,1132,724,739
50999,1868,3341,4770,14315,2463,3162,3190
343099,738,674,725,1103,605,702,997
1810,3108,2769,4428,7508,2336,2575,2920
54874,2799,3708,6707,4333,1240,3756,3024
8412,4022,998,4534,257,959,417,973
30836,2580,2980,3708,4927,2437,2242,3941
2730,1096,1383,1941,2266,521,908,1522
9411,6892,2777,3131,2712,1006,1923,2268
5825,1694,3129,4439,9830,2554,5233,6039
2152,403,190,701,6035,1429,1376,972
101928079,44,11,11,116,13,35,18
126969,67,37,63,185,20,30,27
1266,18930,32013,41057,72424,13642,31789,18894
199857,280,414,423,668,204,284,543
148534,84,58,252,157,156,198,53
100527978,119,55,128,184,72,62,106
25950,290,196,486,548,274,213,495
58155,383,174,679,942,310,649,718
1806,952,1336,3661,8395,761,1925,23
100873932,18,28,78,168,12,36,1
729987,10,41,31,43,9,54,3
51375,1714,2432,2592,4766,949,1307,2890
163404,60,901,1699,106,389,117,502
100129620,3,41,38,4,16,5,25
9890,247,889,5170,375,86,922,46
391059,224,73,268,653,62,56,63
178,1084,1081,1715,3263,1256,1180,1257
23443,681,549,1044,1542,590,678,1041
64645,1040,1844,2906,5478,1570,1322,1495
163786,359,526,982,1734,681,461,607
54482,524,432,764,1237,336,537,492
127495,68,42,124,178,59,74,73
1629,826,907,1853,2264,1113,995,1030
8634,1002,1336,1565,2368,749,929,1733
8556,153,147,338,395,184,200,256
7412,802,194,97,124,0,65,63
2135,1297,1058,1494,4050,933,1135,1505
148867,486,779,1024,2034,483,501,392
51611,939,1500,1903,2683,1294,1172,1269
102606465,152,178,202,240,123,168,272
1301,20925,11623,5423,776,589,529,5783
55599,165,292,327,412,213,262,225
280,29,30,52,94,33,94,10
100129138,6,10,12,11,7,15,8
55170,955,926,2015,2064,484,1055,1387
22854,456,70,783,3976,1,146,86
10451,534,226,1169,2047,1304,1950,867
29957,1105,847,1690,1085,605,176,8
284611,973,559,463,1335,464,758,1153
55119,1607,2401,1674,5516,1454,2160,1744
6814,1042,1177,1123,3605,1594,1602,2742
254268,73,20,36,17,35,80,161
29899,2732,1846,2389,4903,1535,2248,3890
23155,967,2285,1363,5056,1331,1825,1754
22911,828,1297,1010,2993,1095,1317,2025
6884,1099,968,1434,2388,978,1339,2377
56900,1243,1362,2700,5684,1553,1510,2786
677766,10,31,28,39,41,13,23
57535,105,55,58,54,6,40,19
6301,5424,6985,5344,12893,5628,4407,6732
1952,535,7513,5366,10471,3470,6071,4032
84722,508,995,1924,6597,1809,1752,2543
6272,2239,12306,8187,15746,3638,6616,8107
5686,3408,3662,4151,6083,2950,1905,6271
284612,82,15,3,25,51,15,15
127002,356,211,303,749,366,351,172
284613,344,600,582,962,192,498,532
57463,41,475,868,644,386,222,194
2773,4517,4145,6320,10402,3552,3635,8209
2780,15,37,15,65,11,15,14
271,2094,2011,3503,5718,1950,2166,1396
2948,333,727,1520,3122,1245,786,1468
2946,412,680,886,805,538,679,1533
2944,136,675,303,410,464,230,2032
2949,34,52,62,89,50,30,290
2947,1180,1645,1365,707,807,1541,3180
1435,1008,2204,1413,5400,424,4621,1139
10768,4253,6366,7474,16360,5528,5146,4559
85369,805,1469,1902,3172,703,1209,939
257,60,74,100,213,44,50,40
3749,11,416,10,820,33,13,30
64783,280,382,505,985,479,279,547
9122,232,944,2610,1982,268,872,845
10542,1541,2018,2417,3544,1622,1145,3527
3737,6,416,262,322,1167,1770,1555
55791,911,517,1514,15,1296,592,937
128338,502,693,815,1647,575,560,1062
10390,594,918,1097,1944,774,700,937
79961,53,157,103,35,16,30,12
1117,2,63,53,88,1,41,13
128344,13,100,65,32,5,118,21
5016,15,13,14,104,37,32,4
79084,1659,2239,2885,3035,1033,1573,1573
515,4328,6076,6071,9717,3624,4368,8410
128346,101,162,159,217,186,372,157
5906,1991,2169,2795,6129,1638,2299,4778
55924,603,3470,6309,10645,2027,7918,4055
100506343,32,53,194,297,34,189,193
101928718,31,39,146,239,26,161,140
11218,702,980,1263,1510,572,911,940
3752,51,1362,2075,20089,2685,10140,3965
643355,3,12,35,209,29,103,176
55917,1671,2748,2183,3832,1042,2288,1772
7482,95,126,125,198,83,149,70
54879,424,430,717,815,288,489,388
829,5513,6573,8940,12344,3926,3930,7454
4343,4197,6995,6216,9540,2729,3943,5390
389,5870,10573,7667,14526,3030,5897,9907
333926,47,55,65,157,14,57,151
6566,2923,4349,8552,25511,2717,4889,3704
100506392,26,14,56,70,18,16,35
9860,381,657,942,1431,202,695,337
260425,985,1086,1754,3905,629,1488,930
10745,1292,1518,1823,4120,637,1412,2046
54665,416,668,1184,2439,591,916,535
100287722,64,82,119,151,55,54,66
10717,325,403,570,808,250,266,390
64858,666,932,834,1538,418,544,979
204851,3778,3157,4598,10442,1836,3194,3862
56944,805,649,1545,1137,25,1510,213
148281,10,29,679,38,1,137,708
51592,1628,1806,3341,3746,1879,2395,1741
10286,1196,1316,1975,2169,1066,1004,1801
163259,76,30,9,22,2,4,11
4893,4124,5200,7054,12880,3610,3858,6569
7812,22475,26865,30272,45098,16809,17274,26434
80143,1365,1222,2517,4557,1685,1643,1699
81839,731,813,2413,1222,408,2,225
476,7179,16343,15973,33009,8584,13338,12715
84852,708,1572,1563,3138,867,1307,1230
965,266,303,842,756,558,594,946
3321,1786,2694,6666,341,1469,3754,2221
5738,778,6513,9602,11319,1201,3936,3324
9398,218,1659,2905,3167,396,1248,938
8458,722,1375,2484,1398,768,750,1838
80263,136,313,398,697,216,228,249
10905,3945,4308,4950,14007,3226,3798,7633
54855,570,152,190,365,12,37,7
54834,348,490,788,768,509,458,762
10885,1798,2618,2336,5079,1998,1983,2145
200162,43,77,60,110,66,67,54
6913,672,633,297,1102,1,274,167
10352,462,586,697,619,161,436,364
101929147,144,87,120,158,36,77,59
90874,1429,405,366,620,118,377,373
26227,5087,1289,1595,4460,1327,1205,3794
4853,5436,11413,6473,16181,1303,6805,3580
9554,2682,1955,2212,3668,1874,1556,2306
728841,540,849,630,1926,418,737,510
767846,5,23,22,69,5,19,5
101929796,85,120,55,249,37,97,169
101060684,768,1131,588,2266,311,1012,670
653505,77,110,94,118,66,55,248
101929798,32,22,35,52,14,19,28
337875,40,22,75,53,26,26,25
653820,204,207,590,701,408,194,619
653464,828,1301,1770,5375,859,2293,1801
107985194,13,51,41,346,12,117,207
440686,167,50,202,171,20,24,32
554282,188,185,514,593,333,153,446
100996732,42,112,39,43,34,90,54
730262,91,132,109,138,72,64,308
284565,586,915,707,1864,305,592,298
728945,71,106,92,118,63,55,243
645166,29,85,29,28,23,68,36
647135,1152,1745,2195,6894,879,2589,2055
728833,178,159,454,542,316,155,431
645142,91,132,102,142,73,63,306
100288142,1326,1987,1098,3415,521,1760,1019
101929780,306,418,326,779,151,435,314
653519,412,561,346,875,332,412,629
5174,15,22,24,45,28,20,21
11126,11,9,11,25,4,13,4
27246,1840,2869,1759,2112,616,1227,1503
10623,1433,1569,1338,1630,455,980,1290
200035,159,234,377,482,80,147,224
10401,1260,1593,2624,3702,563,1081,1031
148741,43,4,53,501,1,12,1
8515,794,151,543,70,4,150,7
8799,308,950,1072,1336,344,533,498
114814,208,337,521,791,275,539,280
9939,3314,4148,6687,9925,3491,5839,4094
105371260,204,200,337,446,141,201,272
128077,1616,2440,4210,6768,1392,2035,2398
84265,800,1049,965,1612,665,801,1408
284615,52,211,118,572,101,77,116
10628,3271,1420,1843,9137,237,3104,1900
100132406,1214,1781,1034,3129,463,1786,1043
388677,206,356,263,896,168,340,471
105371242,81,121,97,126,67,55,279
149013,677,863,609,1926,289,927,641
5565,818,1332,634,2179,255,690,675
9557,791,1303,820,3141,374,1352,1403
2330,583,592,888,845,677,404,1011
607,1144,1434,1327,3137,839,1988,1398
51205,215,346,1137,1571,165,863,703
51463,377,536,322,846,320,372,602
200030,562,708,532,1429,243,720,577
100132057,49,13,25,97,22,47,63
388685,307,166,91,350,280,117,256
644591,324,507,414,553,268,234,1059
25832,1167,1652,903,3032,445,1752,932
100996763,282,450,332,1218,189,512,518
440672,969,1523,1306,2738,779,2726,1265
9659,1332,1803,838,1976,1055,1594,1269
400818,552,886,537,1814,370,774,541
100996717,192,326,268,876,160,408,459
101060226,1793,2507,1343,4402,644,2476,1485
653598,273,425,350,474,224,197,864
57234,631,350,289,916,350,183,553
440689,116,62,123,89,87,65,43
653604,8,10,13,14,8,5,10
8370,83,39,48,47,59,40,51
126961,8,19,11,13,25,8,18
8337,342,303,465,317,617,233,207
337873,41,43,36,81,39,39,72
723790,270,241,379,251,480,190,170
333932,9,19,10,12,24,10,14
554313,103,54,51,57,77,48,64
8349,1368,940,1482,953,1388,1180,553
8338,85,95,104,75,130,53,131
51027,78,289,213,588,152,136,448
9900,1323,6099,1993,20640,4546,5204,4930
10262,2633,3579,3823,5496,2097,2233,3066
10903,406,545,872,1875,80,302,861
56957,1002,1356,1892,4446,596,885,898
11311,934,2232,2155,4441,959,1630,2222
51177,1050,942,877,2301,373,617,1359
81611,2931,2357,6619,15660,8148,3461,7885
23632,366,694,758,3438,2081,1034,1241
51107,2568,4632,4241,8764,2526,2936,5853
79630,64,49,8,328,250,99,73
148523,205,324,484,618,604,256,444
54460,1317,2405,1965,2505,1493,1615,2788
9129,1362,1534,2738,2803,928,1156,1294
23248,1504,2955,2385,6414,2033,2146,1739
80222,405,1104,1219,2160,671,749,1101
1893,200,506,249,8912,162,194,188
54507,20,22,44,207,113,56,31
4170,6138,8826,11758,28849,10689,9466,13445
2029,3395,6589,6634,9685,4476,4161,6835
55204,737,688,861,1562,550,489,535
1520,560,63,126,132,58,37,12
1513,463,112,51,212,119,78,74
405,1174,1369,1652,3508,1103,1052,1460
9869,685,1099,1697,2811,967,1061,980
29956,3177,7612,7390,13293,3528,4574,4825
8416,54,127,189,360,119,172,92
55793,218,549,538,1036,277,491,392
58497,499,570,793,2189,469,480,688
149428,7,13,11,23,8,12,4
54964,207,279,494,410,140,211,380
56882,2453,3504,4264,7413,2527,4167,5133
10962,3310,2654,4002,22929,1983,3608,15110
126626,215,334,422,492,173,187,165
10500,108,195,121,596,71,100,394
388695,231,281,369,988,317,232,295
100534012,359,379,414,669,207,269,551
79005,368,385,422,682,213,272,569
29765,8,22,22,67,18,26,77
6944,1579,1978,2269,3802,1068,1463,2348
8394,2324,3099,4374,8891,2590,2473,2415
5710,3235,4976,5767,8747,3075,3074,6292
100507670,10,18,27,26,9,14,21
57592,1002,1982,2322,4222,1218,1438,1807
5298,2285,6217,5165,11169,2794,4267,3421
5993,1366,2193,2763,3723,2233,1628,1993
5692,4941,6717,8678,12966,4640,3597,10396
23126,1836,3302,3600,8475,1945,2970,2158
57530,102,402,1051,147,193,500,411
7286,660,1789,2226,531,237,391,687
81609,852,1642,1545,3921,740,2080,1201
11189,238,407,423,989,219,780,302
65005,1292,1662,2275,2513,886,1068,1648
51686,151,169,285,299,104,122,173
11022,166,499,656,534,376,405,726
109729141,11,14,22,11,17,16,40
117145,599,235,355,141,393,0,2
6281,5648,10746,25967,24892,4077,4692,15487
6282,7172,3077,7537,3014,1460,1703,8901
2312,332,78,427,6,0,22,13
6277,20428,17170,47009,22392,7374,4507,36920
6275,199,82,261,142,509,357,894
6274,69,27,53,49,7,43,61
6273,582,127,619,97,49,255,113
140576,1589,13972,21105,22275,6343,9631,8720
6284,1698,1877,2582,5325,1471,1529,2612
6271,20,7,11,30,127,15,54
26097,1672,2291,2759,4409,2020,2126,3424
23557,931,1711,1974,2625,976,1261,2310
3608,7724,8950,8439,11691,6075,6597,9380
65123,1301,3876,3092,6229,1017,2956,1771
11000,143,238,429,849,799,793,920
57459,1063,2313,2732,4307,2346,2038,1557
101928059,7,34,71,114,25,27,26
9909,786,1656,2010,3906,976,1261,941
200186,780,1063,1005,1818,520,547,761
27173,2614,5202,4008,11126,1842,3589,4325
148327,142,102,223,229,146,98,112
10899,1979,2862,2396,3532,1402,1936,3565
5872,3966,6387,7948,8764,1305,5166,5715
6232,7109,9623,4729,5587,3799,3825,9369
7170,7878,12890,13054,18127,5423,6025,13542
25912,5564,8118,10005,15146,6191,5900,8790
9898,5059,8725,8606,14445,4835,6005,4213
10456,2106,2818,2393,3871,2391,1763,4148
57198,1294,1374,1547,3475,607,742,778
3570,22,69,24,237,75,80,52
126669,5,13,11,69,23,24,13
55585,2223,3155,3264,5880,1799,2402,3007
100874097,89,124,112,212,69,88,131
1141,2101,2051,2845,4106,1222,1891,1570
103,8482,9300,10386,17083,4635,7124,6390
3782,47,115,56,976,16,81,97
10654,656,1259,1080,2337,536,927,1706
57326,1375,2912,2208,4276,1721,932,777
90780,1068,2416,2898,3636,936,1443,1223
6464,5355,7931,9426,21296,8276,5277,3748
1163,904,765,1251,1839,907,412,2213
80308,877,1351,1119,1403,651,768,1207
51043,455,887,625,2800,1171,512,785
8751,701,1880,2989,3568,700,726,3179
1945,130,56,220,194,62,76,113
1944,43,26,71,263,42,63,158
1942,185,74,167,1068,246,141,891
55974,381,509,1253,1679,185,236,572
54344,209,445,742,1168,289,264,463
200185,918,995,1246,1788,641,656,1385
80128,101,165,246,494,26,105,120
4582,38,398,155,568,69,256,140
7059,484,1118,1084,1699,624,785,557
105371450,103,283,273,487,228,272,227
4580,427,754,1064,1529,413,362,843
2630,365,837,728,1345,197,520,660
2629,877,2181,1845,3308,331,1129,1650
10712,659,2092,2135,2872,526,677,752
10067,1412,3152,2792,5724,1045,1477,1711
1196,501,712,1073,2735,820,727,609
57657,66,107,174,555,57,89,121
2224,2691,7484,5260,13873,3886,3216,6336
284618,824,2408,1792,4805,1230,1074,1974
23623,685,1223,2019,2747,534,743,1095
55870,2194,4730,3841,12034,2375,4438,2574
693140,9,16,14,45,7,15,12
645676,35,45,57,93,34,58,91
55154,525,1005,873,1317,319,674,593
55249,1607,2228,2326,5001,1419,1857,1798
7818,2186,3016,3582,7334,1831,2020,5107
54856,1351,2423,2392,5053,1296,1738,1754
23208,2131,14825,9766,26605,6532,12177,7765
6016,1301,1474,2388,6075,1532,1314,2819
22889,869,1130,1631,2918,633,1031,830
9181,4467,4275,6214,13679,3526,5600,4163
6746,4903,6140,5478,11088,3075,3832,5270
105371729,16,10,13,20,4,17,13
56893,1407,2347,3740,4663,1051,2322,2134
28956,834,1441,1682,2186,1015,785,1757
92312,1612,1168,1466,3216,718,2537,1594
4000,11690,26637,50470,32395,6364,16237,15208
64218,14,8,17,53,2,13,31
9673,987,2302,1921,4295,1162,1816,1918
100527963,399,476,634,882,308,285,497
11243,791,982,1291,1704,603,533,964
632,22,21,28,74,10,16,23
79957,32,164,316,1027,228,1287,240
23381,2900,5302,5398,6553,2208,2875,3309
84283,166,228,282,415,142,192,188
112770,508,1020,1451,2470,202,511,556
7203,8456,15128,15698,16168,9777,7581,11871
128229,3,12,18,16,14,8,10
10485,3,91,307,666,1264,6138,7866
4209,1346,1467,1509,4455,1113,1176,813
128239,695,2214,1485,2576,611,896,578
128240,1061,2285,2486,2670,988,1585,2494
54865,1285,2398,1332,2455,1243,1664,1716
63827,14,73,551,95,85,5119,3251
10763,18863,84559,51002,78084,16575,70748,45529
1382,258,94,99,794,83,131,361
81875,1143,1558,1664,3057,807,1216,1211
51093,295,457,815,1061,234,381,548
79590,1181,2807,2087,3027,1452,1537,2646
3068,8198,13933,14218,23597,8457,8145,16167
5546,1625,3198,3774,7072,1840,2232,2725
9826,1522,3156,2863,3800,1965,2230,2959
440695,14,7,13,34,10,8,14
2117,728,724,1028,1852,782,781,774
55243,3821,10797,8678,9531,1491,5007,2069
3428,5692,1813,1892,8095,1617,4275,4745
57863,332,885,1,9,1,244,274
54935,256,179,197,51,28,37,28
56833,42,8,64,29,8,1,12
284677,15,13,90,41,9,4,18
25790,32,35,96,101,33,34,40
8407,11427,19130,36177,15891,3574,6982,11831
57549,7,22,30,13,6,26,5
93183,450,938,1137,1340,247,818,491
3766,2,539,543,5201,1521,5164,1589
3765,0,68,14,74,1,135,5
93185,554,2596,4540,5001,834,1623,1278
477,24,53,183,41,1,71,42
844,10,15,111,18,25,46,43
729867,108,256,201,268,29,174,164
8682,14320,35085,24751,25024,4036,19857,22457
50717,1865,3495,4755,6279,1875,2705,1903
100287049,8,21,40,68,8,26,22
5824,1891,3267,4494,6135,1838,2840,3835
1314,9261,9592,10852,17926,5522,7768,8200
23385,2292,7126,6158,15134,1383,3398,2916
57216,945,1033,1993,3365,985,2678,1394
50848,74,114,245,555,837,456,188
100131187,0,85,521,287,31,1,0
7391,1021,1273,1782,2638,984,1177,1219
257106,17,8,25,17,3,23,30
126823,3,91,122,109,28,56,29
5202,1638,1430,1839,2321,1493,916,2081
4817,545,1039,1343,1692,486,779,1090
9191,879,1530,1370,3028,833,982,1153
51506,2244,2951,1463,3884,2076,1895,2694
27005,396,857,1284,2204,514,689,758
5498,200,449,584,754,164,317,390
8703,1309,1267,1753,3169,886,1183,1410
9507,203,6,1087,444,1840,509,1204
4720,1902,3607,6041,8286,2829,3284,4795
84134,381,859,818,1196,461,537,840
9970,36,84,89,120,49,63,75
4359,488,3,24,73,16,48,160
6391,2033,3451,4060,6684,2497,2291,4218
257177,43,92,99,234,90,73,60
2212,28,62,91,1215,250,907,470
3310,14,12,24,771,62,222,82
127943,17,29,54,449,55,81,211
11266,703,695,1171,1627,676,924,1846
22926,1891,4683,3901,7236,1916,2671,2521
25903,530,1415,811,112,13,403,305
9722,25,529,863,2939,594,307,292
400793,59,1353,2708,8792,1983,859,817
127933,4318,7902,13608,20314,5743,4956,5636
6675,2800,4481,2385,5636,1004,1309,1871
4921,6492,8755,2376,8846,282,2976,2907
51478,255,850,640,1035,497,374,737
5999,6511,10244,741,3343,67,4985,245
8490,191,556,171,210,54,1521,80
83540,1113,843,1760,2892,1277,1123,3932
5087,1802,2740,4771,8834,1437,4162,2777
4259,1357,1275,798,1926,632,845,2622
223,1559,3563,1559,5720,1906,2191,3241
54499,2572,3336,2536,7713,2901,2977,3850
7371,921,1411,803,2183,1347,1008,1334
100500832,14,17,17,34,20,7,20
149297,36,328,300,651,44,934,19
112268276,4,13,17,39,4,33,1
57645,2213,4335,1856,5574,2004,3723,2538
117143,266,566,419,1308,654,688,618
387597,423,5820,314,1661,1711,7071,2583
84944,12,185,4,65,60,188,134
5451,647,895,1119,1735,383,1560,588
8804,796,520,439,519,367,349,254
9019,4168,4038,1764,7142,1774,2925,3458
25874,1821,2155,784,2879,1148,1440,2885
55827,2656,3391,1911,6133,1920,1724,2604
23432,1098,1995,1074,3643,406,1382,1497
261726,2313,2266,2501,5620,2508,1883,3572
375035,1276,1952,1423,6130,1277,2230,1755
84832,64,140,93,509,107,163,106
9095,43,33,43,169,10,21,32
481,864,792,1538,1474,2827,3062,1550
29922,897,1009,673,1666,621,595,1623
8548,1483,1027,933,2162,617,783,1304
57821,315,174,111,384,179,269,597
10560,279,255,281,977,260,355,197
92342,335,260,166,419,209,181,890
55732,505,592,269,808,326,364,751
57147,325,386,222,688,274,360,443
22920,3693,3791,2241,6483,1023,2479,1889
92344,491,596,879,1152,298,607,430
5396,5645,7259,7387,17449,917,4788,1957
2329,103,143,229,242,66,122,106
23215,6238,10116,9187,19146,5971,6793,5356
8674,566,658,1219,2512,811,648,1021
51603,982,1736,1891,2902,762,996,1156
26052,765,2114,632,3550,881,2332,1945
5279,509,895,1084,1338,418,560,597
51430,2416,3967,7645,9741,2100,4247,2606
7292,508,144,8900,1929,250,153,202
9588,4821,12168,12366,20116,6746,10309,8338
730159,6,21,26,27,12,32,20
339416,32,172,114,184,63,168,141
27252,731,841,1173,2163,675,1067,687
91687,423,593,572,842,402,438,912
55157,516,1374,1775,2356,638,1102,1686
60674,1281,1042,1282,2015,1271,818,1999
84614,320,516,1014,2755,519,757,535
149041,760,1032,1948,2638,724,1216,840
9910,690,889,593,2139,509,508,897
27101,2407,2516,1737,4064,3367,2019,5534
63931,823,1022,629,2260,628,1442,1912
9674,1263,929,666,124,111,336,4471
7143,2,61,21,46,1,871,34
64326,1478,1200,741,2055,790,974,2193
460,170,2165,1392,8810,281,2942,448
57795,11,756,776,5659,85,1502,86
89866,163,29,4,354,31,31,41
730102,67,94,0,63,113,0,73
100302401,30,29,21,25,1,25,37
9462,1061,2267,1082,1997,278,755,1068
55103,447,242,999,119,227,388,1015
9068,55,96,338,44,6,389,76
9917,1589,3826,1821,6625,2096,2129,3300
64222,448,1689,840,2679,682,999,1036
27,2130,6578,2617,4818,813,2539,1249
6646,844,1113,1132,3134,889,1142,1007
163590,2024,3465,1855,8903,2759,3184,2511
26092,1647,2960,2210,7742,1649,3237,2015
9857,1234,2524,1400,5680,1429,2587,2113
5768,2846,4078,1739,6272,667,1764,1519
89884,45,37,28,55,12,52,10
84320,1032,2225,924,3058,1168,1372,1681
100527964,13,11,11,20,12,26,8
9213,1375,2241,1438,6461,1592,3243,2240
57710,94,161,296,699,47,146,172
103344928,22,14,38,76,5,18,31
10228,1784,2709,5164,7621,1447,2847,2205
3140,353,452,508,2097,253,454,412
51278,860,3141,3609,4169,1790,2721,1533
777,5,38,336,34,53,251,18
2752,3971,6961,7007,31062,5713,25192,16312
6041,479,296,628,1090,258,322,464
6004,858,968,3682,3843,136,1760,537
284648,29,10,88,58,1,21,86
85397,33,19,119,119,2,52,26
80896,270,115,199,233,78,136,295
1660,6703,11105,12001,13068,6618,8991,10337
3915,17861,39073,36709,60325,4041,12647,17447
110841583,13,17,16,33,2,23,11
3918,558,7,131,21,6,11,21
23057,82,42,96,1471,171,73,594
9887,2956,4273,5084,8480,2793,3738,3673
10092,7540,7147,18279,14078,4158,3191,9034
23179,1914,2722,2283,3805,1011,2121,1717
23127,525,4808,1578,15882,529,7988,3140
116461,1386,1492,1814,1966,1354,1681,2986
81563,482,1479,2756,4430,639,1852,1331
80267,1593,2713,3679,11962,1727,2526,2158
116496,2278,1562,1417,22968,1285,661,2155
6045,825,711,1800,2605,903,1055,1213
81627,613,747,1793,1079,670,435,779
54823,170,178,218,677,169,153,269
10625,4482,2360,5804,19310,2676,2970,4055
83872,1667,118,23,46,2,18,8
10216,119,125,126,252,125,123,110
7175,4355,7555,7858,16791,5637,5514,6238
54953,890,707,1074,2093,732,961,804
5321,1049,27,75,915,164,504,1259
100616345,504,748,483,481,315,323,977
5997,1031,461,1285,1179,384,394,934
51377,1290,1240,2236,4169,1961,1343,2883
6738,1780,2766,4467,8955,2515,4469,2945
51022,364,460,412,509,218,306,644
79577,1988,2077,3403,7291,1975,2485,2368
8707,206,435,9,21,9,952,159
343450,72,8,37,482,152,66,2
3075,5258,71,55,1159,45,152,5
259266,1740,2982,4149,6614,2806,2128,4296
360023,848,727,2284,4869,915,941,1276
163486,271,400,793,1378,363,330,416
388722,77,77,109,51,21,87,50
56956,23,9,10,44,0,23,10
140609,2089,1117,1933,3093,863,527,1472
23528,1375,949,1512,2425,1002,875,1019
9928,877,1035,2052,3997,1473,1037,2346
83479,451,550,834,1445,373,393,717
23271,2777,4340,4750,14347,3036,5048,4098
55765,173,128,220,238,12,504,230
23046,171,60,75,109,75,47,109
252839,1086,1805,3375,4407,1536,1488,2132
23612,1247,3144,1611,1970,421,2510,67
1465,4115,5656,19054,2363,3700,97,7041
107985246,33,13,84,53,29,12,69
89796,2869,5773,6762,18554,1129,10229,2879
100873949,84,158,109,226,36,154,100
55705,5704,9286,7224,13384,3995,8341,5925
149345,582,1896,1671,2597,1113,2493,1467
25802,27,51,12,92,26,41,13
10440,2663,2654,3372,4387,3122,1680,2891
6051,1641,1780,2603,3025,844,1576,1110
9283,30,82,93,134,169,1601,174
127829,1141,1853,2075,3427,1438,2057,2547
59352,127,67,60,1,320,19,24
29089,1283,926,1079,1292,2387,657,2493
4660,351,867,669,1953,826,950,1084
10765,1842,2857,3754,7280,1733,1907,1275
100506696,35,33,44,70,11,22,26
148709,15,34,12,19,14,28,60
5877,546,965,840,1003,338,521,977
59349,1003,1623,1853,2559,1123,1375,2113
51094,2416,4903,4835,8729,2887,2529,5507
51706,564,1026,2936,2628,600,914,909
92703,1768,2362,3040,3564,1596,1518,2980
8497,38,77,27,2532,42,143,34
134,10,2103,1597,8855,630,3728,260
1116,15,555,443,342806,3371,5269,5
7832,969,1418,2283,4585,1290,2896,1267
5549,29,9,14,16,2,98,45
493,9098,10165,6727,8256,988,884,2130
9877,3022,3659,4785,13042,3414,3285,2950
100381270,637,1234,1241,4821,424,676,540
6635,1776,1463,1986,1822,1336,909,3203
9580,3731,1034,3712,2377,1682,1360,1892
55224,423,1077,1696,631,442,303,788
101929441,19,41,56,18,20,12,25
22874,9,270,293,1023,310,617,37
84919,3513,1851,2145,7378,1961,1741,2326
5287,354,301,263,442,866,693,740
4194,998,875,926,2892,689,982,677
10446,39,50,73,80,472,38,263
23114,295,7180,178,13374,931,1818,239
6900,2,35,1208,879,38,295,16
388730,101,96,182,275,65,94,90
5929,1612,1401,1563,2487,797,990,1158
25778,2307,1592,2016,4441,950,1426,1376
9911,1059,554,791,857,239,474,425
81788,351,1572,653,338,153,705,371
55220,1942,555,869,33331,6348,13711,11318
93273,194,5,82,1929,54,0,126
101669762,56,35,637,420,8,17,57
5129,48,99,328,484,427,73,408
148808,9,37,28,65,14,47,38
2005,1387,1835,2276,3996,2164,1780,1192
85414,91,141,286,439,31,94,219
64710,14514,19891,34798,64505,19548,18607,27278
8934,801,802,733,3994,1498,1021,1123
254428,907,2440,2405,9098,1885,2176,1677
338382,54,307,68,2001,151,674,979
729533,217,213,560,673,382,204,556
23380,1602,3849,3764,7421,1820,4592,3290
9641,362,104,123,526,21,13,243
83593,529,13,125,1998,60,108,302
1939,1183,1893,1829,2520,872,988,1309
105372876,19,18,10,43,14,13,14
8444,624,544,449,2599,918,398,315
9261,4104,4779,4219,8232,1823,2530,3712
55432,257,239,526,937,442,411,337
5208,265,206,492,1002,258,387,165
4179,1449,3541,5721,10138,2620,2113,2300
947,66,24,881,114,518,98,594
5362,230,296,1048,183,166,1764,757
3914,176,353,5481,1712,105,418,241
50486,51,6,14,800,135,5,351
80342,16,9,14,41,13,17,28
148304,182,129,206,377,127,135,229
27042,756,731,890,1553,682,571,658
255928,991,102,81,6,0,68,12
56256,2616,661,516,22,0,38,67
55733,322,857,480,71,16,145,29
3756,140,33,262,100,5,3,38
55758,773,1409,1453,2855,996,1103,737
7188,565,561,3524,882,378,94,296
84791,162,190,170,220,204,102,744
7779,3040,2786,1724,4668,844,1744,872
4751,657,662,1245,1730,958,716,1759
9926,2076,2919,5006,6058,2427,1745,2339
25896,1048,1261,1434,2376,994,997,1225
51514,1255,1870,2021,2139,2137,1122,1835
100131205,875,1004,826,768,321,402,1221
5525,789,785,778,2787,647,864,1605
55248,213,748,1226,1939,533,722,1070
29937,648,1953,1360,2520,502,917,2062
467,450,248,771,1707,258,1273,997
55509,88,122,52,432,103,313,311
25936,1349,1510,2228,3889,1242,1661,2707
128387,356,415,556,1015,494,438,809
642946,62,171,196,28,65,125,65
28982,157,227,428,672,508,427,246
79805,291,97,318,187,22,27,33
90806,722,1070,2271,3035,735,1124,1083
26750,1411,1257,1478,3478,763,1056,1895
100505832,31,53,8,192,36,71,238
5629,1095,1309,3464,7884,6703,3329,3248
56950,967,1377,1360,9719,10106,743,2837
5784,4980,13556,10188,20450,12840,4347,1185
1063,5704,10758,8287,23563,17660,8077,13590
3776,298,190,968,56,0,32,82
51133,1427,1986,2027,12460,3232,2547,3370
2104,16,26,30,506,13,94,56
55105,533,582,455,1586,573,645,664
128153,52,38,19,141,21,61,58
51018,1365,1278,779,3505,1241,1529,1515
7042,2369,6407,2660,5794,495,1831,467
103611157,248,665,377,706,80,262,45
127018,390,628,522,944,381,453,840
