GeneID,GrupoA_1,GrupoA_2,GrupoA_3,GrupoB_1,GrupoB_2,GrupoB_3,GrupoB_4
153339,5859,5572,4939,7706,3063,3918,5245
7518,477,525,399,449,402,252,1384
1462,14148,40662,16528,1923,1639,5485,5215
1404,17,17,30,1,58,1423,82
1350,4584,5910,3556,3397,4382,2615,9274
5921,2328,8109,2549,7107,2711,2931,1498
902,1393,2521,1511,2407,1316,1359,2353
153396,364,748,577,1197,873,629,865
100505894,251,172,81,649,455,289,475
645323,1103,2428,1512,6900,4021,3916,2170
407047,22,40,14,117,48,82,23
109729137,75,49,52,33,6,44,36
4208,1872,981,1147,389,118,853,922
1070,739,802,977,965,1240,564,1702
153364,211,302,418,593,331,303,337
10622,203,260,577,2031,520,375,1100
116068,1880,1135,1255,2218,863,1074,1385
84059,985,633,292,2846,969,3907,975
57561,2317,2836,1622,6393,1514,2175,1756
100129716,22,31,30,22,18,13,63
441094,572,1194,259,1103,237,510,578
7025,1967,9914,1316,12258,1378,3408,1247
83989,1392,4482,2216,4792,1185,2359,2075
100313887,12,43,23,50,8,19,24
285600,114,163,68,154,30,96,127
84250,729,871,746,867,693,588,1060
79772,1770,50,466,59,83,701,262
9652,4531,6268,4390,8341,3613,4157,7640
153642,345,592,470,887,204,393,435
317671,28,53,42,81,31,27,86
83890,87,109,55,151,52,136,148
22836,2830,4189,1757,6170,1944,6127,5282
2745,684,256,323,843,159,303,691
22936,2255,2816,1169,5828,304,587,367
5122,167,16,22,55,0,44,41
831,15650,15703,19919,12792,4342,4248,7649
51752,2034,4581,2580,2272,684,1128,1400
64167,177,5239,2581,2100,76,1250,2851
4012,1658,3023,1560,3777,780,1204,961
55781,1198,1248,999,1252,1078,759,1312
285704,3871,5589,379,5003,1666,3922,1999
503569,229,122,7,64,34,83,75
1105,2000,3338,1998,7379,4973,3095,4029
102724810,11,13,7,30,14,14,19
100289230,22,22,46,56,30,43,26
345757,233,444,422,666,371,328,544
7903,98,3,154,652,40,525,814
5066,6527,22025,9607,34428,3579,7937,3915
54826,303,303,309,280,304,225,603
23262,1765,2012,2226,4019,1913,1990,2975
90355,157,623,829,208,757,608,541
83594,330,610,704,1401,959,608,1299
1946,6,50,79,801,357,57,401
64839,724,1117,1626,2645,1019,1337,1074
2241,1408,2821,2188,6107,1448,2948,2191
9867,6851,11991,12803,48484,16495,13949,22162
4124,1347,9763,4126,13850,1038,3005,1163
642987,25,40,41,142,22,52,62
91137,2113,2409,2738,3828,2253,2160,3234
134430,1260,1520,1303,1879,1533,1104,1446
814,1379,755,556,2948,670,694,1308
134429,1745,1460,1474,8194,1405,1382,1423
100505678,387,153,379,1782,140,472,125
9315,4054,1406,2405,10696,1056,3135,1243
64097,78,244,364,810,494,625,319
54508,1,14,29,29,32,26,16
324,1904,3175,2564,5521,2807,3947,4588
6728,1787,2706,1869,1848,1520,1608,2742
7905,2930,6462,7695,6869,3523,3897,4112
167227,1534,1325,2869,3719,1861,1921,2454
4163,1764,6321,3992,10853,2583,4910,3492
64848,1024,2389,1364,2264,1011,1158,1427
55521,445,479,1483,1205,719,483,1310
5229,799,1014,1128,2417,1528,1317,1611
153733,689,593,650,734,517,662,1552
56929,875,2477,1800,3341,859,2177,2299
100302736,587,1296,925,1123,371,579,843
353376,127,454,410,461,74,153,256
51014,2547,4963,5113,6456,2785,3210,3343
1036,874,329,2467,232,154,702,1663
9140,1901,2047,1673,2819,1514,1602,3019
1176,2471,2629,2055,2219,1200,1310,4001
206338,13,10,18,79,1,17,19
51397,780,1895,1461,1456,1028,970,1989
57556,1600,2404,2334,6743,594,6541,3159
101927233,45,70,74,227,21,194,87
105379132,13,15,12,37,4,52,35
285605,487,696,965,330,255,522,135
100422885,1647,1102,2185,1730,838,623,1296
1657,1096,2779,2228,3631,1105,1508,1871
25816,1086,286,202,150,42,73,292
3295,2890,5027,3059,5321,2649,3479,6485
51334,1769,26,0,20,1,87,1
153443,818,802,586,750,528,508,706
4015,2203,3702,1986,3882,38,710,69
9627,6,42,130,74,10,369,204
6643,2057,2844,2260,2607,2830,1804,4286
28966,482,1616,1307,833,861,660,1817
5480,757,1035,2024,1079,1035,473,732
93166,14,57,14,24,37,9,9
153241,747,1135,765,1218,803,706,1205
1456,1510,1623,1556,1997,1237,1056,2203
57507,1535,4132,2625,5223,575,2123,1693
65983,793,2410,1159,552,249,830,906
501,2261,7778,5108,4861,2991,4822,3088
51808,2193,3745,3115,3206,2012,2240,3267
4001,3633,4545,5370,5950,4600,3654,6412
115123,122,104,63,407,51,187,244
401207,86,186,154,320,60,34,277
84466,537,460,1208,13,21,2131,365
133619,2575,2817,3221,3941,1753,988,2102
728586,11,14,9,15,6,11,17
644873,741,1158,625,1148,777,958,1455
6558,3181,2576,914,4182,2969,1505,2423
2201,13671,5034,4885,1197,2197,5,16
28965,220,34,186,91,7,87,7
51015,1022,553,1015,1286,653,865,1394
337876,301,1134,548,2354,43,670,203
3094,4331,9430,4668,7275,5006,3135,14316
90624,845,1149,922,2232,1280,1097,1788
56990,1492,2016,2491,4322,1749,1816,1939
51735,679,1332,1024,1504,738,968,1147
96459,765,1211,1041,1291,483,871,707
23305,2,79,13,25,37,124,35
100861518,78,141,146,95,2,16,17
8974,1644,3680,2947,2043,55,277,433
8572,36,626,9430,7931,1472,3306,3088
6583,414,730,226,59,11,606,88
553103,31,72,35,8,5,54,20
6584,122,487,721,262,154,112,101
3659,1473,1258,2998,278,148,291,389
10111,1986,5715,3964,3894,2889,2728,3344
101927761,47,142,115,101,80,66,90
11127,858,1826,1642,1859,948,1365,1775
645121,10,64,51,153,22,105,52
23176,2599,8177,4919,8275,1305,6547,4366
134548,19,57,25,14,20,21,48
134549,388,1224,536,480,282,132,291
2661,24,55,56,36,32,40,73
27089,3723,5760,3232,2590,2552,1958,6543
116842,10,17,10,32,13,18,13
27125,6236,10975,8991,17437,5164,6457,7157
54819,679,520,759,751,514,505,717
3308,7327,13218,8707,9848,6491,6801,9348
56951,1917,3507,4589,6901,2256,2095,1991
7416,4859,12012,8096,16810,7220,6376,7825
6932,882,1072,1331,551,128,266,603
6500,8973,14703,11661,11960,7690,7179,12998
5515,6020,10309,9391,10099,6239,6771,10011
100500905,166,291,93,130,148,178,275
51265,147,151,224,296,222,156,252
7320,1504,1622,2052,1897,1457,1313,2019
91368,861,1721,1346,1309,908,875,1965
23338,1433,4170,4126,4217,1681,1226,1257
51128,1594,3661,2534,5212,2400,2501,3386
10802,1971,2156,1570,5270,1371,1695,1997
819,856,1691,1002,1921,911,767,1995
9879,2329,4445,3493,4708,2405,2661,3965
134553,2304,4106,3884,6469,2394,3081,2966
79770,1124,4277,2570,5324,1656,2513,1894
84105,114,482,403,299,269,368,359
347732,9,20,32,20,15,17,17
5307,42,2702,3675,2803,96,642,1622
100996485,253,911,908,791,494,559,561
9555,3566,11049,9368,8696,6595,6928,7424
9547,1035,550,73573,1717,543,416,900
7045,31498,1209,20328,4448,74,11,141
4090,4634,4532,5755,6920,3239,3704,2986
6695,1061,3848,5203,6097,9431,331,516
26249,22,28,36,32,10,3,20
10949,5431,7933,7445,9663,3807,5507,6270
27039,101,78,140,62,66,126,121
51306,1450,1276,1686,818,782,1520,1694
8382,25,152,116,149,144,120,56
10902,1444,2498,1856,2684,1137,1488,1491
10112,2389,3795,2552,2481,1835,1404,1525
8697,1085,2354,1686,2397,1445,1217,1784
995,457,576,337,354,447,209,567
51307,2255,3819,2242,3381,1985,1877,1758
51780,2397,5434,5346,5962,2358,3593,4141
51308,143,7991,1685,3454,1045,3424,3150
1958,7966,6511,4186,50982,13909,12627,36389
2107,5202,10603,6425,8246,4606,4572,8001
3313,8076,15343,12129,17929,14154,10133,13188
1495,10411,34757,29056,32923,8850,16943,20324
26045,309,1393,365,1284,363,2334,1788
64374,795,2355,1161,1593,429,794,860
9782,12501,15747,17011,20042,12321,14533,18101
51247,2862,2758,4122,6825,4272,2278,5762
389333,62,120,66,279,42,63,179
202051,86,153,128,104,70,82,239
202052,639,1744,1258,1972,633,1512,1283
641700,18,0,45,10,13,2,7
340061,141,27,23,17,14,19,41
7322,3322,6413,4353,4932,2757,3486,6140
51523,4330,12818,9425,17668,3514,7313,2068
84249,14,39,26,210,13,83,14
9542,203,536,883,682,320,333,595
5813,1275,2342,2092,4674,1154,1769,1340
492311,152,349,329,908,266,327,123
84418,940,1109,612,1991,807,511,1214
5201,3162,3759,2461,2729,1674,1711,3456
1839,2229,1772,847,6475,1682,1978,943
404734,1389,3417,1586,2885,1501,1435,1577
54882,1385,3479,1637,3007,1551,1486,1676
8637,56,118,74,77,49,59,37
10011,1451,2944,1373,1457,1071,1284,1763
10307,117,193,167,221,98,209,68
113829,2109,5903,2834,4376,1649,2629,2951
55374,419,775,502,593,364,329,736
4695,1017,1635,931,1018,769,592,1736
3550,2702,5756,3312,3887,2648,2419,3827
54853,1053,1808,1120,1166,726,837,899
373863,110,166,123,114,82,112,95
3035,1898,5994,2652,3893,2039,2280,3438
23438,760,1331,994,1545,562,731,1208
153527,2674,4236,2528,2853,1516,1649,4134
56147,11,110,0,69,15,74,37
56146,15,84,0,64,31,58,13
56145,11,79,0,63,37,61,13
56144,14,324,1,64,42,289,9
56143,25,71,0,53,18,42,10
56142,12,489,3,410,16,42,10
56141,13,76,1,70,16,48,11
56140,25,123,8,109,15,42,11
9752,13,72,1,57,16,39,10
56139,15,73,3,58,36,57,17
56138,36,64,1,47,22,35,11
56137,10,68,0,52,27,38,21
56135,11,76,0,69,54,34,11
56134,21,130,0,127,130,154,90
56133,22,114,398,476,549,1402,631
56132,18,93,57,2695,73,288,140
56131,17,67,41,239,47,99,460
26167,16,4096,33,133,29,1872,923
56130,13,437,67,228,26,167,77
54661,50,138,27,80,153,62,52
56129,290,1168,778,288,149,936,1037
56128,109,904,128,177,58,239,173
57717,567,573,139,3553,464,322,252
56127,514,1900,945,2079,325,1544,844
56126,333,1127,704,1324,280,972,550
56125,37,101,68,131,33,85,60
56124,55,142,64,185,87,167,75
56123,91,456,116,296,98,265,111
56122,190,299,1287,479,276,441,510
54660,66,54,44,125,18,58,53
56121,92,110,109,181,375,83,714
6879,5517,8564,7726,11936,9269,2765,7999
56114,607,4095,2611,2549,198,2632,1163
56113,602,4167,2627,2728,197,2678,1173
56112,601,4031,2607,2521,183,2622,1121
56104,612,6130,2614,2422,197,2629,1463
56111,608,4226,2659,2510,183,2679,1235
56103,738,4586,2745,2526,522,3361,1475
56110,599,4035,2601,2440,192,2612,1180
56102,594,4380,2595,2421,199,2613,1162
56109,613,4118,2594,2444,201,2632,1164
56108,594,4011,2592,2406,188,2602,1126
8641,1459,3996,2588,2396,176,2586,1116
9708,656,4008,2598,2411,183,2598,1117
56101,690,3995,2591,2395,178,2587,1112
56107,2338,4044,2800,3635,198,2693,1127
56100,622,4175,2648,2726,1132,2660,1137
56106,608,4363,2634,2532,991,2641,1118
56099,595,9555,3809,9920,256,5080,1778
56105,593,4001,6064,2421,219,3424,1113
26025,592,4013,2606,2414,204,2596,1107
5098,8803,65872,38391,40401,1701,43434,18062
56098,651,7418,4651,3127,179,4534,1764
56097,706,11715,6170,5876,183,3424,1927
1729,4357,8230,5377,8040,3261,3842,4748
8841,2033,3252,2305,3099,1356,1589,2631
285613,289,241,211,228,193,152,404
89848,412,400,318,365,318,233,508
64411,841,391,185,3079,2604,1210,2698
5097,277,896,999,501,579,907,701
9812,639,2274,1648,2350,998,1797,1311
51294,7,30,23,83,49,67,7
9604,1763,4018,2843,3142,1766,1988,2731
10007,1251,3541,3105,3048,2852,2514,1940
80762,2878,14330,8069,11928,8547,10670,9742
81848,5219,3684,7062,14657,6624,3413,5146
101926941,17,46,28,41,13,18,37
2246,327,1129,191,821,218,3352,1163
23092,2022,465,2355,5486,3954,1106,1773
2908,2325,3176,4256,6073,1666,3195,2078
81555,2615,2414,2028,2863,972,1282,2267
57528,45,23,14,66,11,12,38
153768,181,71,28,34,74,90,0
153770,19,13,9,14,8,19,6
51520,8108,14202,7040,11419,8136,7113,8676
54439,2278,2167,2041,3222,1801,1475,1984
10915,2136,2595,2496,3157,2167,1924,2065
5521,1391,8027,234,2552,2417,2945,2503
202374,953,3549,2557,8977,1523,3730,1278
1809,30022,100028,89962,43837,7635,43088,9675
153469,671,650,1614,249,78,242,125
9832,577,2257,683,3048,956,3103,1609
102546294,19,12,3,27,10,24,12
81545,1106,2071,1587,2290,1247,1225,1076
79628,64,533,785,1476,125,484,415
22885,1052,139,306,1368,85,40,59
134265,785,232,250,2319,889,228,5112
134266,598,626,797,1091,959,462,628
106144529,7,19,19,29,18,7,12
78991,285,1584,893,1349,683,1087,942
1452,7964,15590,13699,24735,10115,11867,12738
389337,89,501,1482,232,316,109,810
133522,265,161,72,247,155,37,185
5145,33,40,11,18,1,22,20
1836,5714,11514,2444,6191,905,880,5340
81789,304,447,349,424,212,305,416
22993,2683,5285,2597,3984,1893,1821,2325
1436,20,26,101,39,9,8,10
5159,7378,912,637,1441,179,559,87
340075,288,30,29,10,7,4,41
6949,2491,4504,2572,2200,1442,1733,1672
972,893,325,149,47,37,60,59
6208,12982,20472,7861,9013,9526,7051,17651
102546298,17,56,3,13,7,20,33
3340,3830,13921,4309,7923,1954,5094,4541
11346,1293,2623,1402,1847,80,809,608
91977,17,2,44,25,4,5,44
55696,1733,3045,1877,3236,1124,1757,1837
51164,3142,7293,5610,26299,3544,5411,4807
85027,264,2434,3464,8547,1015,2427,759
91975,736,786,650,895,501,817,1070
134466,98,34,10,5,26,8,10
2878,92,188,71,89,141,119,1521
10318,3421,5056,2639,4895,1157,1459,1866
309,2262,6782,645,4443,1898,280,4659
26112,23,32,5,0,12,8,13
2760,591,1986,654,1939,567,848,784
206358,428,1113,276,693,315,379,570
6678,74761,237206,93102,113070,11643,78155,101907
101927096,66,217,87,107,8,62,103
475,2792,2880,1472,1195,382,618,3991
100652758,22,48,44,50,9,48,84
10146,8749,12252,13406,13397,6202,6073,11375
2890,321,5366,133,25665,767,14262,3725
10827,1035,1700,1337,2262,1002,1135,1801
4238,1130,2762,2162,2824,1132,1511,1475
55568,1590,14597,2906,2185,3615,2727,3809
386627,16,58,28,15,27,14,21
79685,973,2055,1293,1546,1868,1090,2470
23367,5679,15749,7665,12282,5189,7637,7529
10826,295,911,578,633,563,602,450
9337,1443,1849,1885,3119,1597,1375,2264
9260,4171,7298,7006,1989,713,1064,1218
81578,2230,745,1886,10,0,31,10
169611,4105,5111,4916,865,147,602,618
6840,3460,3989,8075,701,437,534,814
11010,5884,9682,14958,2473,678,1125,676
22895,13,49,36,10225,2824,49,4529
290,847,2390,11961,40,1,2,11
9001,219,140,170,1792,614,1378,1380
100507218,69,105,100,643,268,413,591
23136,753,275,1743,27,1,9,17
361,1,58,89,11270,4894,1176,1820
5990,134,158,151,1203,456,608,671
1264,353,1146,284,10,6,23,12
6792,3834,1919,4309,261,83,278,362
4435,61,72,53,1658,224,412,1672
